시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,휴무일,운영시간,주차 가능여부,반려동물 동반 가능정보,입장 가능 동물 크기,반려동물 제한사항,장소(실내) 여부,장소(실외)여부,기본 정보_장소설명,애견 동반 추가 요금,입장(이용료)가격 정보,반려동물 전용 정보,최종작성일,리 명칭
위펫,반려동물업,반려동물 서비스,반려동물용품,서울특별시,은평구,갈현동,327-20 번지,서오릉로,234 번,37.61572,126.9086,3327,서울특별시 은평구 서오릉로 234,서울 은평구 갈현동 327-20,0507-1339-5500,http://smartstore.naver.com/we_pet,연중무휴,매일 10:00~22:00,N,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
윙크펫,반려동물업,반려동물 서비스,반려동물용품,서울특별시,금천구,시흥동,860-32 번지,독산로,143 번,37.46019,126.9046,8621,서울특별시 금천구 독산로 143-1,서울 금천구 시흥동 860-32,02-891-0054,https://blog.naver.com/winkinfo,연중무휴,매일 10:00~21:00,Y,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
유니애견용품,반려동물업,반려동물 서비스,반려동물용품,서울특별시,성동구,행당동,347 번지,행당로,87 번,37.55729,127.0285,4713,서울특별시 성동구 행당로 87,서울 성동구 행당동 347,1644-8422,https://www.cconma.com/store/?no=656,"매주 토, 일",월~금 09:30~18:00,Y,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
유리벳코리아,반려동물업,반려동물 서비스,반려동물용품,서울특별시,중구,장충동,38-84 번지,장충단로8길,49 번,37.56218,127.0092,4614,서울특별시 중구 장충단로8길 49,서울 중구 장충동1가 38-84,02-1566-6113,http://www.urivet.org/,"매주 토, 일",월~금 09:00~18:00,N,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
유벤타스 베일이즈,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강남구,논현동,61-6 번지,도산대로,226 번,37.52045,127.0318,6047,서울특별시 강남구 도산대로 226,서울 강남구 논현동 61-6,1833-7147,http://www.petinlife.com/,정보없음,정보없음,N,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,변동,해당없음,2022.11.30,
유어마이펫,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강서구,마곡동,759-1 번지,마곡서로,152 번,37.56769,126.826,7788,서울특별시 강서구 마곡서로 152,서울 강서구 마곡동 759-1,,https://smartstore.naver.com/youaremypet/profile?cp=1,매주 월요일,화~일 10:00~20:00,Y,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,변동,해당없음,2022.11.30,
유어펫,반려동물업,반려동물 서비스,반려동물용품,서울특별시,도봉구,창동,674-88 번지,해등로3길,85 번,37.64649,127.0396,1486,서울특별시 도봉구 해등로3길 85,서울 도봉구 창동 674-88,,http://www.instagram.com/yourpet_official,정보없음,정보없음,N,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
이루라,반려동물업,반려동물 서비스,반려동물용품,서울특별시,성북구,안암동,92 번지,고려대로,102 번,37.58611,127.0308,2856,서울특별시 성북구 고려대로 102-2,서울 성북구 안암동5가 92,0507-1332-0688,https://harnarr.com/,연중무휴,매일 00:00~24:00,N,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
이마트 가든5점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,송파구,문정동,628 번지,충민로,10 번,37.47862,127.1191,5840,서울특별시 송파구 충민로 10,서울 송파구 문정동 628,02-411-1234,https://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 구로점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,구로구,구로동,188-26 번지,디지털로32길,43 번,37.4844,126.8979,8379,서울특별시 구로구 디지털로32길 43,서울 구로구 구로동 188-26,02-2009-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
이마트 마포점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,마포구,신공덕동,173 번지,백범로,212 번,37.54243,126.9534,4196,서울특별시 마포구 백범로 212,서울 마포구 신공덕동 173,02-2197-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 메트로 이수점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,동작구,사당동,147-29 번지,사당로,300 번,37.48438,126.9803,7013,서울특별시 동작구 사당로 300,서울 동작구 사당동 147-29,02-595-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~22:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 명일점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강동구,명일동,46-4 번지,고덕로,276 번,37.55471,127.1556,5269,서울특별시 강동구 고덕로 276,서울 강동구 명일동 46-4,02-2145-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 목동점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,양천구,목동,962 번지,오목로,299 번,37.52608,126.8704,8001,서울특별시 양천구 오목로 299,서울 양천구 목동 962,02-6923-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 묵동점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,중랑구,묵동,170-1 번지,동일로,932 번,37.61384,127.0776,2033,서울특별시 중랑구 동일로 932,서울 중랑구 묵동 170-1,02-2083-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 미아점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,성북구,길음동,25-2 번지,도봉로,17 번,37.61086,127.0299,2729,서울특별시 성북구 도봉로 17,서울 성북구 길음동 25-2,02-944-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 상봉점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,중랑구,망우동,506-1 번지,상봉로,118 번,37.59647,127.0936,2169,서울특별시 중랑구 망우동 506-1,서울 중랑구 상봉로 118,02-490-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 성수점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,성동구,성수2가1동,333-16 번지,뚝섬로,379 번,37.53993,127.0535,4781,서울특별시 성동구 뚝섬로 379,서울 성동구 성수동2가 333-16,02-3408-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 수색점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,은평구,수색동,75 번지,수색로,217 번,37.57962,126.8987,3504,서울특별시 은평구 수색로 217,서울 은평구 수색동 75,02-6943-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 수서점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강남구,수서동,724 번지,광평로,280 번,37.48732,127.1031,6367,서울특별시 강남구 광평로 280,서울 강남구 수서동 724,02-451-6123,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~22:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 신도림점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,구로구,구로동,3-25 번지,새말로,97 번,37.50704,126.8902,8288,서울특별시 구로구 새말로 97,서울 구로구 구로동 3-25,02-6715-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 신월점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,양천구,신월동,26 번지,화곡로,59 번,37.53976,126.8285,7902,서울특별시 양천구 화곡로 59,서울 양천구 신월동 26,02-6716-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 신촌점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,마포구,노고산동,57-1 번지,신촌로,94 번,37.55499,126.936,4058,서울특별시 마포구 신촌로 94,서울 마포구 노고산동 57-1,02-6288-1234,https://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 양재점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,서초구,양재동,215 번지,매헌로,16 번,37.46247,127.0369,6771,서울특별시 서초구 매헌로 16,서울 서초구 양재동 215,02-2155-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 여의도점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,영등포구,여의도동,47 번지,여의동로3길,10 번,37.51812,126.9252,7324,서울특별시 영등포구 여의동로3길 10,서울 영등포구 여의도동 47,02-2280-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 역삼점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강남구,역삼동,755 번지,역삼로,310 번,37.49924,127.0484,6217,서울특별시 강남구 역삼로 310,서울 강남구 역삼동 755,02-6908-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 영등포점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,영등포구,영등포동,442 번지,영중로,15 번,37.51723,126.9037,7305,서울특별시 영등포구 영중로 15,서울 영등포구 영등포동4가 442,02-3468-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 왕십리점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,성동구,행당동,168-151 번지,왕십리광장로,17 번,37.56144,127.0384,4750,서울특별시 성동구 왕십리광장로 17,서울 성동구 행당동 168-151,02-6438-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 용산점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,용산구,한강로동,40-999 번지,한강대로23길,55 번,37.52977,126.9647,4377,서울특별시 용산구 한강대로23길 55,서울 용산구 한강로3가 40-999,02-6363-2200,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 월계점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,노원구,월계동,333-1 번지,마들로3길,15 번,37.62651,127.062,1906,서울특별시 노원구 마들로3길 15,서울 노원구 월계동 333-1,02-2092-1234,https://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
이마트 은평점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,은평구,응암동,90-1 번지,은평로,111 번,37.60083,126.9205,3461,서울특별시 은평구 은평로 111,서울 은평구 응암동 90-1,02-380-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 자양점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,광진구,자양동,227-7 번지,아차산로,272 번,37.53856,127.073,5065,서울특별시 광진구 아차산로 272,서울 광진구 자양동 227-7,02-2024-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:30,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 창동점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,도봉구,창동,135-26 번지,노해로65길,4 번,37.65164,127.0467,1405,서울특별시 도봉구 노해로65길 4,서울 도봉구 창동 135-26,02-901-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 천호점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강동구,천호동,454-1 번지,천호대로,1017 번,37.53873,127.1251,5328,서울특별시 강동구 천호대로 1017,서울 강동구 천호동 454-1,02-2224-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트 청계천점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,중구,황학동,2545 번지,청계천로,400 번,37.57081,127.0215,4572,서울특별시 중구 청계천로 400,서울 중구 황학동 2545,02-2290-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
이마트 하월곡점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,성북구,하월곡동,230 번지,종암로,167 번,37.60506,127.031,2734,서울특별시 성북구 종암로 167,서울 성북구 하월곡동 230,02-6936-1234,http://store.emart.com/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이마트트레이더스 월계점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,노원구,월계동,333-1 번지,마들로3길,17 번,37.62795,127.0614,1906,서울특별시 노원구 마들로3길 17,서울 노원구 월계동 333-1,02-6320-1234,http://www.traders.co.kr/,"2, 4째주 일요일",매일 10:00~23:00,Y,N,해당없음,해당없음,N,N,강아지용품,없음,없음,해당없음,2025.3.24,
이츠독,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강동구,길동,347-31 번지,천중로,201 번,37.54108,127.1426,5303,서울특별시 강동구 천중로 201,서울 강동구 길동 347-31,070-4006-3449,http://www.itsdog.com/,정보없음,정보없음,N,Y,모두 가능,제한사항 없음,Y,N,온라인쇼핑몰,없음,변동,해당없음,2022.11.30,
이츠펫 방학점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,도봉구,방학동,707-7 번지,도봉로,678 번,37.66486,127.0436,1334,서울특별시 도봉구 도봉로 678,서울 도봉구 방학동 707-7,02-3493-0055,https://blog.naver.com/512yim,"2, 4째주 일요일",매일 10:00~22:00,Y,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
이펫 마곡본점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강서구,마곡동,784-9 번지,강서로,433 번,37.5644,126.8397,7792,서울특별시 강서구 강서로 433,서울 강서구 마곡동 784-9,02-3663-2559,정보없음,정보없음,정보없음,N,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,변동,해당없음,2022.11.30,
인터펫코리아,반려동물업,반려동물 서비스,반려동물용품,서울특별시,서초구,서초동,1342-6 번지,서운로,45 번,37.48802,127.0282,6727,서울특별시 서초구 서운로 45,서울 서초구 서초동 1342-6,070-4167-4627,http://www.petbtob.co.kr/,정보없음,정보없음,N,Y,모두 가능,제한사항 없음,Y,N,강아지사료 온라인쇼핑몰,없음,없음,해당없음,2022.11.30,
잇츠그룸,반려동물업,반려동물 서비스,반려동물용품,서울특별시,서초구,방배동,437-12 번지,방배천로18길,12 번,37.48262,126.9834,6677,서울특별시 서초구 방배천로18길 12,서울 서초구 방배동 437-12,070-4062-6267,http://itzgroom.com/,매주 일요일,"월~금 11:00~19:30, 토 12:00~18:00",Y,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
장보는강아지와고양이 강동둔촌점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강동구,둔촌동,605 번지,천호대로,1224 번,37.53555,127.1469,5360,서울특별시 강동구 천호대로 1224,서울 강동구 둔촌동 605,070-8875-4286,http://www.gangyang2.co.kr/,연중무휴,매일 10:00~21:30,Y,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,변동,해당없음,2022.11.30,
장보는강아지와고양이 대치점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강남구,대치동,994-6 번지,영동대로,223 번,37.4991,127.0679,6283,서울특별시 강남구 영동대로 223,서울 강남구 대치동 994-6,070-8872-4282,http://gangyang2.co.kr/,연중무휴,매일 00:00~24:00,Y,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,변동,해당없음,2022.11.30,
장보는강아지와고양이 롯데슈퍼마포점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,마포구,구수동,60 번지,토정로,193 번,37.54584,126.9326,4087,서울특별시 마포구 토정로 193,서울 마포구 구수동 60,070-1234-8765,http://www.gangyang2.co.kr/,연중무휴,매일 00:00~24:00,Y,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
장보는강아지와고양이 묵동점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,중랑구,묵동,379 번지,동일로,941 번,37.61487,127.0762,2002,서울특별시 중랑구 동일로 941,서울 중랑구 묵동 379,02-979-1942,http://www.gangyang2.co.kr/,연중무휴,매일 12:00~24:00,Y,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
장보는강아지와고양이 서초본점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,서초구,서초동,1342-6 번지,서운로,45 번,37.48802,127.0282,6727,서울특별시 서초구 서운로 45,서울 서초구 서초동 1342-6,070-4288-4286,http://www.gangyang2.co.kr/,연중무휴,매일 00:00~24:00,Y,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
장보는강아지와고양이 송파문정점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,송파구,문정동,85 번지,새말로,125 번,37.48311,127.1279,5809,서울특별시 송파구 새말로 125,서울 송파구 문정동 85,070-4866-4286,http://www.gangyang2.co.kr/,매주 월요일,화~일 14:00~21:00,Y,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
장보는강아지와고양이 엔터식스파크애비뉴점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,성동구,행당동,377 번지,왕십리로,241 번,37.55715,127.0401,4765,서울특별시 성동구 왕십리로 241,서울 성동구 행당동 377,02-6733-2101,정보없음,연중무휴,매일 11:00~20:30,N,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
장보는강아지와고양이 하계점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,노원구,하계동,256-5 번지,한글비석로,127 번,37.63946,127.0755,1750,서울특별시 노원구 한글비석로 127,서울 노원구 하계동 256-5,070-4229-4286,http://www.gangyang2.co.kr/,연중무휴,매일 00:00~24:00,Y,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
장보는강아지와고양이 화계점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강북구,수유동,400-30 번지,삼양로,356 번,37.63513,127.0176,1082,서울특별시 강북구 삼양로 356,서울 강북구 수유동 400-30,02-6053-7009,http://www.gangyang2.co.kr/,연중무휴,매일 10:00~21:30,Y,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,변동,해당없음,2022.11.30,
정군개사랑,반려동물업,반려동물 서비스,반려동물용품,서울특별시,구로구,고척동,52-58 번지,중앙로8길,10 번,37.50221,126.8642,8223,서울특별시 구로구 중앙로8길 10-11,서울 구로구 고척동 52-58,070-8682-2280,정보없음,정보없음,정보없음,N,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,변동,해당없음,2022.11.30,
정글몬스터,반려동물업,반려동물 서비스,반려동물용품,서울특별시,관악구,남현동,602-253 번지,승방1길,5 번,37.47358,126.9815,8808,서울특별시 관악구 승방1길 5,서울 관악구 남현동 602-253,070-4099-5483,http://junglemonster.co.kr,"매주 토, 일",월~금 09:30~18:00,N,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,변동,해당없음,2022.11.30,
제이드펫,반려동물업,반려동물 서비스,반려동물용품,서울특별시,구로구,고척동,172-35 번지,경서로,81 번,37.50413,126.8607,8228,서울특별시 구로구 경서로 81,서울 구로구 고척동 172-35,02-6268-1618,http://jadepet.com/,"매주 토, 일",월~금 09:00~18:00,N,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,변동,해당없음,2022.11.30,
제이앤에이치커뮤니케이션,반려동물업,반려동물 서비스,반려동물용품,서울특별시,마포구,도화동,553 번지,독막로,331 번,37.543,126.9494,4156,서울특별시 마포구 독막로 331,서울 마포구 도화동 553,02-6959-9155,정보없음,"매주 토, 일",월~금 09:00~18:00,N,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
제일펫푸드,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강남구,논현동,4-18 번지,도산대로,130 번,37.51719,127.023,6039,서울특별시 강남구 도산대로 130,서울 강남구 논현동 4-18,070-8640-4101,http://www.jeilpet.co.kr/,"매주 토, 일",월~금 09:00~18:00,N,Y,모두 가능,제한사항 없음,Y,N,강아지사료,없음,변동,해당없음,2022.11.30,
제제,반려동물업,반려동물 서비스,반려동물용품,서울특별시,성동구,행당동,134-6 번지,왕십리로,271 번,37.55865,127.0373,4745,서울특별시 성동구 왕십리로 271,서울 성동구 행당동 134-6,02-2088-0668,https://www.instagram.com/16_zeze/,연중무휴,매일 11:00~22:00,Y,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
제제펫,반려동물업,반려동물 서비스,반려동물용품,서울특별시,마포구,동교동,172-3 번지,신촌로2길,16 번,37.55772,126.9271,4056,서울특별시 마포구 신촌로2길 16,서울 마포구 동교동 172-3,0507-1341-9743,https://www.instagram.com/zezepetkr/,연중무휴,매일 00:00~24:00,N,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
조레오래오,반려동물업,반려동물 서비스,반려동물용품,서울특별시,관악구,봉천동,888-25 번지,양녕로,32 번,37.48495,126.9469,8747,서울특별시 관악구 양녕로 32-1,서울 관악구 봉천동 888-25,,정보없음,정보없음,정보없음,N,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,변동,해당없음,2022.11.30,
조이댕댕,반려동물업,반려동물 서비스,반려동물용품,서울특별시,노원구,상계동,321-12 번지,노원로32길,19 번,37.65567,127.0683,1696,서울특별시 노원구 노원로32길 19,서울 노원구 상계동 321-12,0507-1481-3302,https://www.instagram.com/joy_daengdaeng/,매주 화요일,수~월 10:00~19:00,Y,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
조이풀독,반려동물업,반려동물 서비스,반려동물용품,서울특별시,성북구,정릉동,192-263 번지,서경로,55 번,37.60822,127.0152,2716,서울특별시 성북구 서경로 55,서울 성북구 정릉동 192-263,0507-1479-5588,https://cafe.naver.com/joyfuldog,연중무휴,"월~금 08:00~20:00, 토~일 10:00~18:00",Y,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
졸리멍,반려동물업,반려동물 서비스,반려동물용품,서울특별시,은평구,진관동,25 번지,진관3로,77 번,37.64471,126.9209,3301,서울특별시 은평구 진관3로 77,서울 은평구 진관동 25,0507-1302-5970,https://www.instagram.com/jolimung,매주 일요일,월~토 11:00~19:00,Y,Y,모두 가능,제한사항 없음,Y,N,강아지의류,없음,없음,해당없음,2022.11.30,
좋은나라애견본부 장위점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,성북구,장위동,238-70 번지,돌곶이로,151 번,37.6151,127.0517,2768,서울특별시 성북구 돌곶이로 151,서울 성북구 장위동 238-70,02-915-6677,http://www.joeunpet.com/,연중무휴,매일 00:00~24:00,Y,Y,모두 가능,제한사항 없음,Y,N,"무인, 24시간",없음,없음,해당없음,2022.11.30,
주주스토리,반려동물업,반려동물 서비스,반려동물용품,서울특별시,양천구,신월동,548-1 번지,남부순환로,585 번,37.5168,126.8399,8065,서울특별시 양천구 남부순환로 585,서울 양천구 신월동 548-1,0507-1305-7538,정보없음,연중무휴,매일 10:30~22:00,Y,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
주주클럽,반려동물업,반려동물 서비스,반려동물용품,서울특별시,동대문구,장안동,370-3 번지,답십리로,272 번,37.57221,127.0704,2624,서울특별시 동대문구 답십리로 272,서울 동대문구 장안동 370-3,02-3394-5255,정보없음,연중무휴,매일 11:30~21:30,Y,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
주주클럽 망우본점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,중랑구,망우동,136-16 번지,양원역로,7 번,37.60129,127.1081,2064,서울특별시 중랑구 양원역로 7,서울 중랑구 망우동 136-16,02-434-5949,https://blog.naver.com/zzclub9,매주 화요일,수~월 11:00~21:00,N,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
중앙애견,반려동물업,반려동물 서비스,반려동물용품,서울특별시,중구,묵정동,32-3 번지,퇴계로,252 번,37.56233,126.9999,4619,서울특별시 중구 퇴계로 252-2,서울 중구 묵정동 32-3,02-2279-9944,정보없음,정보없음,정보없음,N,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
중앙애견미용,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강북구,미아동,98-39 번지,도봉로,88 번,37.61697,127.0304,1165,서울특별시 강북구 도봉로 88,서울 강북구 미아동 98-39,02-985-1735,정보없음,매주 일요일,월~토 10:00~20:00,Y,Y,모두 가능,제한사항 없음,Y,Y,중앙동물병원 부속시설,없음,변동,해당없음,2025.3.24,
쥬바보펫,반려동물업,반려동물 서비스,반려동물용품,서울특별시,송파구,문정동,620 번지,새말로,62 번,37.48079,127.1208,5841,서울특별시 송파구 새말로 62,서울 송파구 문정동 620,1661-8162,정보없음,"매주 토, 일",월~금 10:00~17:00,N,Y,모두 가능,제한사항 없음,Y,N,강아지용품,없음,없음,해당없음,2022.11.30,
쥬비코,반려동물업,반려동물 서비스,반려동물용품,서울특별시,중구,남창동,206-2 번지,퇴계로2길,15 번,37.55695,126.9774,4635,서울특별시 중구 퇴계로2길 15,서울 중구 남창동 206-2,070-7799-6550,https://zoobico.com/,"매주 토, 일",월~금 10:00~17:00,N,Y,모두 가능,제한사항 없음,Y,N,강아지의류,없음,없음,해당없음,2022.11.30,
쥬파크 강북점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강북구,미아동,637-363 번지,삼양로,112 번,37.61387,127.0223,1209,서울특별시 강북구 삼양로 112-1,서울 강북구 미아동 637-363,,정보없음,"1, 3째주 화요일",매일 10:00~21:00,N,Y,모두 가능,제한사항 없음,Y,N,"강아지용품, 온라인쇼핑몰 전용회사, 소동물 분양, 용품",없음,변동,해당없음,2022.11.30,
